group,xgb_pred_RMSE,xgb_pred_MAE,xgb_pred_R2,rf_pred_RMSE,rf_pred_MAE,rf_pred_R2,gb_pred_RMSE,gb_pred_MAE,gb_pred_R2,lr_pred_RMSE,lr_pred_MAE,lr_pred_R2,ridge_pred_RMSE,ridge_pred_MAE,ridge_pred_R2,lasso_pred_RMSE,lasso_pred_MAE,lasso_pred_R2,count
0.0,2.7743823345529672,1.661356295923138,0.9326117103516595,2.82800619914055,1.7216976617170008,0.929981544426268,2.663599923854644,1.655923650236999,0.9378859566977464,3.7172755399691977,2.3575023285330348,0.8790234149798969,3.7172635864088415,2.357517947243649,0.8790241930220787,3.7142507078704243,2.3553937265430043,0.8792202177023545,19254
